cov1,cov2,cov3,cov4,cov5,cov6,cov7,sal_pur_rat,igst_itc_tot_itc_rat,lib_igst_itc_rat
1.0047505,0.43099526,0.43022615,0.060012467,0.00599985,0.8929598,-0.28835264,-0.03202307,-0.87315655,-0.021103762
0.9545859,0.81075335,0.71308124,0.16169764,0.47359896,0.6256805,0.8496144,-0.033367053,0.511536,-0.052502546
1.001445,0.9782913,0.70370036,0.7188271,-0.0004879107,0.34746754,0.6523456,-0.032484785,0.12061444,-0.053231694
1.0001485,0.86707234,0.55034703,0.37762854,0.12611914,0.4447574,0.13968864,-0.031889893,-0.6352892,-0.039117444
0.9647202,0.9642915,0.47467864,0.40084654,0.013258662,0.9198689,0.91067743,-0.031609558,-1.2169269,0.083912626
0.8321107,1.0030416,0.17766717,-0.034812823,-0.21137229,0.7066796,0.16981798,-0.030061081,-0.76782566,-0.05408538
0.9906387,1.0018212,0.42913693,0.41589597,-0.00093842123,0.99289215,1.0134497,-0.032540478,2.2142785,-0.054365464
1.0019137,0.95903873,0.5062303,0.3794313,0.0129784085,0.7912702,0.69273674,-0.031319275,0.711094,-0.0532105
1.0012364,0.9739781,0.65763366,0.6224248,-0.0015162585,0.36225045,0.88061655,-0.029673949,1.7088237,-0.053068735
0.97684276,1.0074277,-0.025236528,-0.07106869,0.003633922,0.7729753,0.31998697,-0.034289513,-0.8972751,-0.04943424
0.9979418,0.96147573,0.1853862,0.06428459,0.3923091,0.68750715,0.73197645,-0.03248558,1.0725834,-0.05227122
0.99599314,0.9817286,0.4115042,0.3871873,0.0016966927,0.9154299,0.993702,-0.031952083,2.0160706,-0.05483484
0.98119235,0.97371936,-0.21146393,-0.10657781,0.002285378,0.5746855,-0.28776368,-0.034206532,-0.85249114,-0.05242009
0.9946679,0.9750027,0.09751118,0.11793515,0.00086621,1.0175508,-0.34301385,-0.032489326,-1.004208,-0.05051721
1.0004132,0.9768945,0.062750354,0.09005691,0.0010220202,0.25631088,0.90086406,-0.032813746,1.0456018,-0.053936638
0.99651194,0.93736506,0.4200394,0.37048125,0.000495633,0.91397613,0.9150194,-0.0323502,0.48632652,-0.05435201
0.9945115,0.8702867,0.20287906,-0.052779973,0.24182986,1.0674165,0.102000326,-0.031924073,-0.07734732,-0.05389061
0.9720528,0.0049089803,0.19630127,0.23703253,0.0109723415,0.28771955,0.82255316,-0.031463128,0.76258475,-0.05190586
0.99553365,0.89924794,-0.1435802,-0.11986783,0.0042011086,0.1896286,0.190741,-0.03301372,-0.22560552,-0.053787824
0.99458086,0.95474106,0.19435027,-0.0017022338,-0.0195741,0.932719,0.5113511,-0.03205561,0.40099823,-0.053662222
0.9776843,0.25515676,0.18511082,0.15749528,0.007593941,0.61196387,0.9421433,-0.032743797,0.90919256,-0.05386513
0.9944711,0.99433976,0.3795435,0.41437387,0.00047455158,0.41629452,0.84179926,-0.032516856,1.0028547,-0.05377317
0.99758685,0.67885095,0.77433366,0.5419269,-0.18271814,0.39712334,0.80954266,-0.032712545,-0.62039423,-0.05396548
0.9955498,1.0106428,0.061928112,0.04752907,0.00055178057,0.61695784,1.0073311,-0.033331368,1.9275467,-0.055188432
0.99032074,0.9705157,0.610521,0.5864539,-0.00045453955,0.8110602,0.981992,-0.03239845,2.0709426,-0.054439265
0.85348046,0.97920895,0.7524276,0.48667598,0.001720907,0.47555223,0.501578,-0.027743015,0.089690894,-0.05483668
0.97234124,0.8356754,0.6973794,0.43745467,0.0039880667,0.34594354,0.40595695,-0.031168161,-1.0782697,-0.036744468
0.9963092,0.9653838,0.8523941,0.7678108,-0.0031073857,0.9612832,0.5400936,-0.031510167,-0.45674396,-0.053068887
1.0059499,0.9523211,0.9012542,0.8752031,-0.00058613543,0.5550265,0.55311996,-0.029424038,-0.74837345,-0.05112594
0.9112748,0.42763853,0.51625687,0.1268823,0.0012283492,0.051842067,0.69750875,-0.03250199,-0.73287034,-0.053034045
0.9533943,0.5173355,0.09552831,-0.0118970275,0.008040698,0.32650232,1.0011526,-0.032444503,1.2905935,-0.05239023
0.98867184,0.8620313,-0.03491285,-0.14715233,0.13532922,0.84092325,-0.10938892,-0.032039568,-0.5912816,-0.05287411
1.0053269,0.9875429,-0.17355084,-0.15285927,0.0042716134,0.507246,-0.5487189,-0.032704957,-1.0551587,-0.027628893
0.9961908,0.42247105,0.23707247,-0.3106108,0.00465448,0.9963893,0.29739237,-0.03258488,-0.69946855,-0.050099768
0.9978187,0.9777823,0.25367898,0.19775808,-0.00039102335,0.8474223,0.7322587,-0.03246853,-0.80547625,-0.05163505
0.9934104,0.9907037,-0.5901761,-0.5649993,-8.100752e-06,0.8516565,0.942545,-0.03229629,0.7681,-0.053807225
0.81079006,0.88770956,0.3090937,0.15167025,0.0041489955,0.81285375,0.5903664,-0.032013357,-0.3162687,-0.053255655
0.9891666,0.22165698,0.6373905,-0.050673336,0.0057594143,0.5029759,0.49429265,-0.03133985,-0.62377685,-0.05295473
1.009841,0.9431514,0.38339773,0.43869203,0.4225946,0.26330104,0.32424125,-0.032944117,-0.3674662,-0.05251855
-0.012087022,0.8939845,-0.8399212,-0.65534914,0.023126356,1.1880614,-0.25190815,-0.029142976,-0.6426399,0.027819062
0.9109386,1.0071567,0.019420598,0.0041240756,0.0028807912,0.57799125,0.73108894,-0.03364198,1.2883753,-0.05468341
0.9961964,1.0146633,0.28492752,0.27491748,-0.0017602054,0.83197975,0.9960061,-0.032699052,2.3639522,-0.054940227
0.9954789,0.1465218,-0.22534335,0.04382936,0.004786497,0.536065,0.806727,-0.032135926,0.22006075,-0.05391535
0.99730563,1.0188707,0.42684415,0.43232393,0.0015820096,0.6144902,0.56284,-0.032592434,-0.35838026,-0.053964976
1.0002193,0.59613615,-0.68003774,-0.52598673,0.0033975411,0.89342415,0.9525849,-0.032424115,0.18139268,-0.053989388
0.98637104,1.0015278,0.67316926,0.57072735,-0.00039686833,0.9207392,0.40495005,-0.03220891,-0.80286354,-0.04887689
0.9946319,0.775082,0.012742135,0.28720662,0.03748872,0.8373049,0.5906042,-0.031932507,-0.72429156,-0.05220724
0.9969245,1.0020909,0.4179758,0.36457044,-0.00078263704,0.9704211,0.5423408,-0.03272585,-0.8100989,-0.052367087
0.9855859,0.9959987,-0.26894134,-0.18480518,0.003392456,0.569745,-0.106429785,-0.03324288,-1.0110906,-0.050558586
0.9859664,0.9761791,0.068577185,0.046733975,0.0023834128,0.9958768,0.3149778,-0.03279211,0.2833268,-0.05281967
0.9975198,0.97267807,0.10854357,0.18648489,0.0024201255,0.22456947,-0.28909394,-0.033986118,-0.92967576,-0.049852178
1.0039384,0.97959685,0.13209932,0.08046757,0.0022487883,0.54230857,0.33200523,-0.032517143,-0.9430107,-0.04820833
0.7895937,0.46272224,-0.09188774,-0.17905515,0.30094016,0.27256545,0.41498533,-0.032340586,-0.29802418,-0.052438375
1.0025481,0.9914145,-0.049015965,0.0017276261,0.0036257263,0.52816826,0.015812365,-0.032899182,-0.892311,-0.04597467
0.9794067,0.9578292,-0.13252082,0.113350525,-0.04918949,0.5988472,0.005593209,-0.032097775,0.021749292,-0.05350525
1.0001446,0.1472938,0.57428265,-0.22470713,0.0054964945,0.8276049,0.39253992,-0.030820427,-0.94171524,-0.049135048
0.99186283,-0.15339911,-0.056018498,0.010475323,0.008710343,-0.024978245,0.09476635,-0.033495203,-0.7589319,-0.051035788
0.9852973,0.9443888,-0.40669513,-0.3925687,0.008663569,0.68600434,-0.4492171,-0.033337843,-1.0052557,-0.043114386
0.95417255,0.95380884,-0.17470819,-0.33843538,0.0049753767,0.84887964,-0.026766153,-0.03315311,-0.9236865,-0.044048622
0.99206305,1.0000793,0.06799117,0.018112168,0.0001406948,0.9178251,0.82379544,-0.033017926,-0.194161,-0.053940546
0.9893717,0.97678065,0.5241896,0.5136943,-0.0005712864,0.48968193,0.88336784,-0.032140348,1.7746564,-0.054739892
0.9972928,0.61066777,0.064686835,0.2325819,0.0056342557,0.27181885,0.21179593,-0.03292256,-0.48793474,-0.053222973
0.9674594,0.99421513,-0.06086969,-0.007359102,0.0004358868,0.6517816,0.009841947,-0.03361891,-0.91995955,-0.048906945
0.765359,0.082206786,0.17633373,-0.030218199,0.6302043,0.27125853,1.0026293,-0.03302719,0.6858509,-0.05203145
0.9998504,0.45284832,-0.41274315,0.077730656,0.002289446,0.7341761,0.30061546,-0.032416426,-0.5752266,-0.052877836
0.9954615,0.92228574,0.063861534,-0.060144395,0.0025147889,0.9843748,-0.12550786,-0.032416124,-0.8026948,-0.04965639
1.0043932,1.017764,-0.18030104,-0.209631,-0.0005492141,0.47937822,0.27876884,-0.03268666,-0.77062804,-0.051288594
0.9925984,0.99931157,-0.5133568,-0.45240033,0.0003745797,0.69864225,0.8829556,-0.03255878,1.4161788,-0.054234643
0.98798025,0.89602804,-0.34166318,-0.3521433,0.19739786,0.7231674,-0.13675043,-0.032476693,-0.64249724,-0.05163668
0.9914791,0.7146936,-0.41407275,-0.5144459,0.0030391235,0.72168463,0.8698231,-0.03266216,0.27792394,-0.054459687
1.0085707,0.95248896,-0.0928995,-0.09594773,0.0024511423,0.8119821,-0.1398252,-0.032817088,-1.0007777,-0.02222591
0.9945381,0.795495,0.6783507,0.3939217,0.002367964,0.6600011,0.5139161,-0.030738275,-0.8709072,-0.051265866
0.9968597,0.9890318,0.16585636,0.14744692,0.00019930852,0.61924934,0.9703744,-0.03239674,1.7624725,-0.056286342
1.003041,0.9862785,0.089185014,0.082111165,-0.0013235343,0.36564496,-0.2513773,-0.03271825,0.9334118,-0.05340314
0.9880947,0.99284893,0.077998936,0.0724419,-0.00038339768,0.8363277,0.98877484,-0.032687712,1.9248141,-0.055355795
0.9964457,0.9670039,0.09113312,0.005865768,0.16211735,0.52088827,0.11157206,-0.03280982,-0.9414482,0.025234314
0.90009457,0.8229967,0.6729485,0.46832988,0.0014014224,-0.07354023,0.8516944,-0.033713415,1.5953956,-0.057111744
0.95178336,0.9834577,0.28986725,0.43427595,0.88256735,0.8407132,0.9380937,-0.032474753,1.085665,-0.053579155
0.9713277,0.8469907,0.106949165,0.47907722,0.49463063,0.8622509,0.0850814,-0.033316746,-0.08777314,-0.05315975
1.0040709,0.9089059,-0.22873381,-0.09345855,0.0026921127,0.47314388,0.74100477,-0.03318503,-0.73022735,-0.050950117
0.9971115,1.0072316,0.47268847,0.53413826,0.0013345758,0.2187962,-0.15457675,-0.030681003,-0.76087785,-0.050846837
0.99660754,0.99540204,0.40695533,0.6177337,0.0026182588,0.6515978,0.08597848,-0.034938764,-0.7885418,-0.053165875
0.9958651,1.0107715,-0.08860603,-0.1314123,0.00062283676,0.8800668,0.7328051,-0.032513577,-0.22455002,-0.05357745
